Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time
400,1.0,0.5345911949685535,25,53,8,3,351.42857142857144,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
401,1.0,0.5345911949685535,25,53,11,4,312.8333333333333,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
402,1.0,0.5345911949685535,25,53,8,1,402.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
403,1.0,0.5345911949685535,25,53,10,1,400.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
404,1.0,0.5345911949685535,25,53,8,2,386.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
405,1.0,0.5345911949685535,25,53,11,2,282.6666666666667,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
406,1.0,0.5345911949685535,25,53,8,3,371.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
407,1.0,0.5345911949685535,25,53,10,1,404.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
408,1.0,0.5345911949685535,25,53,8,2,379.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
409,1.0,0.5345911949685535,25,53,11,2,286.6666666666667,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
410,1.0,0.5345911949685535,25,54,8,3,373.55555555555554,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
411,1.0,0.5370370370370371,25,54,10,1,408.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
412,1.0,0.5370370370370371,25,54,8,3,363.42857142857144,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
413,1.0,0.5370370370370371,25,54,11,2,290.6666666666667,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
414,1.0,0.5370370370370371,25,54,8,3,377.55555555555554,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
415,1.0,0.5370370370370371,25,54,10,1,412.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
416,1.0,0.5370370370370371,25,54,8,2,387.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
417,1.0,0.5370370370370371,25,54,11,2,294.6666666666667,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
418,1.0,0.5370370370370371,25,54,8,3,381.55555555555554,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
419,1.0,0.5370370370370371,25,54,10,1,416.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
420,1.0,0.5370370370370371,25,54,8,3,371.42857142857144,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
421,1.0,0.5370370370370371,25,54,11,3,357.3333333333333,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
422,1.0,0.5370370370370371,25,54,8,3,385.55555555555554,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
423,1.0,0.5370370370370371,25,54,10,1,420.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
424,1.0,0.5370370370370371,25,54,8,2,395.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
425,1.0,0.5370370370370371,25,54,11,4,336.8333333333333,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
426,1.0,0.5370370370370371,25,55,8,3,325.1428571428571,0,0,1,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
427,1.0,0.5393939393939393,25,55,10,1,424.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
428,1.0,0.5393939393939393,25,55,8,2,399.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
429,1.0,0.5393939393939393,26,57,11,4,353.2857142857143,0,0,1,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
430,1.0,0.5393939393939393,26,57,8,3,393.55555555555554,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
431,1.0,0.5380116959064327,26,57,11,4,341.2857142857143,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
432,1.0,0.5380116959064327,26,57,8,2,403.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
433,1.0,0.5380116959064327,26,57,12,3,234.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
434,1.0,0.5380116959064327,26,57,8,3,397.55555555555554,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
435,1.0,0.5380116959064327,26,57,11,1,432.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
436,1.0,0.5380116959064327,26,57,8,2,418.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
437,1.0,0.5380116959064327,26,57,12,4,361.2857142857143,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
438,1.0,0.5380116959064327,26,57,8,1,438.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
439,1.0,0.5380116959064327,26,57,11,1,436.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
440,1.0,0.5380116959064327,26,57,8,2,411.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
441,1.0,0.5380116959064327,26,57,12,3,242.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
442,1.0,0.5380116959064327,26,57,8,3,405.55555555555554,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
443,1.0,0.5380116959064327,26,57,11,4,353.2857142857143,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
444,1.0,0.5380116959064327,26,57,8,2,426.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
445,1.0,0.5380116959064327,26,57,12,3,246.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
446,1.0,0.5380116959064327,26,57,8,3,409.55555555555554,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
447,1.0,0.5380116959064327,26,57,11,1,444.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
448,1.0,0.5380116959064327,26,57,8,2,419.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
449,1.0,0.5380116959064327,26,57,12,3,250.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
450,1.0,0.5380116959064327,26,57,8,1,450.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
451,1.0,0.5423728813559322,26,59,11,1,448.0,1,0,1,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
452,1.0,0.5423728813559322,26,59,8,2,423.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
453,1.0,0.5423728813559322,26,59,12,3,254.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
454,1.0,0.5423728813559322,26,59,8,3,417.55555555555554,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
455,1.0,0.5423728813559322,26,59,11,1,452.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
456,1.0,0.5423728813559322,26,59,8,2,438.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
457,1.0,0.5423728813559322,26,59,12,3,258.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
458,1.0,0.5423728813559322,26,59,8,1,458.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
459,1.0,0.5423728813559322,26,59,11,1,456.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
460,0.98,0.5423728813559322,26,59,8,1,460.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
461,0.98,0.5423728813559322,26,59,12,4,385.2857142857143,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
462,0.98,0.5423728813559322,26,59,8,1,462.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
463,0.98,0.5423728813559322,26,59,11,1,460.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
464,0.98,0.5423728813559322,26,61,8,3,416.44444444444446,0,0,1,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
465,0.98,0.5423728813559322,27,63,12,4,398.625,0,1,1,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
466,0.98,0.5423728813559322,27,63,8,3,429.55555555555554,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
467,0.98,0.5343915343915343,27,63,12,1,464.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
468,0.98,0.5343915343915343,27,63,8,3,420.44444444444446,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
469,0.98,0.5343915343915343,27,63,13,3,270.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
470,0.98,0.5343915343915343,27,63,8,3,433.55555555555554,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
471,0.98,0.5343915343915343,27,63,12,5,334.375,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
472,0.98,0.5343915343915343,27,63,8,2,443.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
473,0.98,0.5343915343915343,27,63,13,3,274.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
474,0.98,0.5343915343915343,27,63,8,3,437.55555555555554,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
475,0.98,0.5343915343915343,27,63,12,1,472.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
476,0.98,0.5343915343915343,28,65,8,1,476.0,0,0,1,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
477,0.98,0.5343915343915343,28,65,13,3,317.8,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
478,0.98,0.5343915343915343,28,65,8,3,377.1428571428571,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
479,0.98,0.5333333333333334,28,65,12,1,476.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
480,0.98,0.5333333333333334,28,65,9,2,451.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
481,0.98,0.5333333333333334,28,65,13,3,321.8,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
482,0.98,0.5333333333333334,28,65,8,3,381.1428571428571,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
483,0.98,0.5323383084577115,28,67,12,2,417.3333333333333,1,0,1,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
484,0.98,0.5323383084577115,28,67,9,2,466.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
485,0.98,0.5323383084577115,28,67,13,3,325.8,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
486,0.98,0.5323383084577115,28,67,8,1,486.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
487,0.98,0.5323383084577115,28,67,12,1,484.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
488,0.98,0.5323383084577115,28,67,9,2,464.8,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
489,0.98,0.5323383084577115,28,67,13,3,425.3333333333333,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
490,0.98,0.5323383084577115,28,67,8,3,453.55555555555554,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
491,0.98,0.5323383084577115,28,67,12,2,425.3333333333333,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
492,0.98,0.5323383084577115,28,67,9,2,474.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
493,0.98,0.5323383084577115,28,67,13,3,429.3333333333333,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
494,0.98,0.5323383084577115,28,67,8,1,494.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
495,0.98,0.5323383084577115,28,67,12,1,492.0,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
496,0.98,0.5323383084577115,28,67,9,2,472.8,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
497,0.98,0.5323383084577115,28,67,13,3,337.8,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
498,0.98,0.5323383084577115,28,67,8,3,461.55555555555554,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
499,0.98,0.5323383084577115,28,67,12,2,433.3333333333333,0,0,0,0,0,0.031273841857910156,0.01564955711364746,0.0,0.0,0.0,0.0
